age;gender;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;populism_sum;populism;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;nativism_sum;nativism;w5EUref1;w6EUref1;w7EUref1;w10EUref1
26;0;;;;;;;;;;;;;;;;;;;1;1;1;1
60;1;;;;;;;;;;;;;;;;;;;1;1;1;1
69;0;;;;;;;;;;;;;;;;;;;3;3;3;3
63;1;;;;;;;;;;;;;;;;;;;2;2;2;2
82;1;;;;;;;;;;;;;;;;;;;3;3;3;3
69;0;;;;;;;;;;;;;;;;;;;1;1;1;
22;1;;;;;;;;;;;;;;;;;;;1;1;1;
51;0;;;;;;;;;;;;;;;;;;;2;2;2;
47;0;;;;;;;;;;;;;;;;;;;3;;;
70;1;;;;;;;;;;;;;;;;;;;;;;
68;1;;;;;;;;;;;;;;;;;;;;;;
22;0;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;1;;;
40;0;;;;;;;;;;;;;;;;;;;3;3;3;
26;0;;;;;;;;;;;;;;;;;;;1;1;2;3
21;1;;;;;;;;;;;;;;;;;;;3;;;
34;0;;;;;;;;;;;;;;;;;;;1;1;1;
58;0;;;;;;;;;;;;;;;;;;;3;;;
30;1;;;;;;;;;;;;;;;;;;;2;2;2;2
23;1;;;;;;;;;;;;;;;;;;;2;;;
36;0;;;;;;;;;;;;;;;;;;;3;;;
32;0;;;;;;;;;;;;;;;;;;;3;;;
32;1;;;;;;;;;;;;;;;;;;;3;3;3;3
55;0;;;;;;;;;;;;;;;;;;;1;1;1;1
73;0;;;;;;;;;;;;;;;;;;;1;;;
34;1;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;2;2;2;2
57;1;;;;;;;;;;;;;;;;;;;3;3;3;3
24;1;;;;;;;;;;;;;;;;;;;3;1;1;1
64;1;;;;;;;;;;;;;;;;;;;1;1;1;1
37;0;;;;;;;;;;;;;;;;;;;1;2;1;1
78;0;;;;;;;;;;;;;;;;;;;1;1;1;1
25;1;;;;;;;;;;;;;;;;;;;2;2;2;2
62;1;;;;;;;;;;;;;;;;;;;3;3;3;3
39;1;;;;;;;;;;;;;;;;;;;3;3;3;
65;1;;;;;;;;;;;;;;;;;;;3;3;3;3
50;0;;;;;;;;;;;;;;;;;;;3;3;3;3
22;0;;;;;;;;;;;;;;;;;;;3;3;3;1
20;1;;;;;;;;;;;;;;;;;;;1;1;1;1
53;1;;;;;;;;;;;;;;;;;;;2;2;2;2
51;1;;;;;;;;;;;;;;;;;;;;3;3;3
59;0;;;;;;;;;;;;;;;;;;;1;1;1;
54;1;;;;;;;;;;;;;;;;;;;2;2;2;2
23;1;;;;;;;;;;;;;;;;;;;2;1;1;1
64;1;;;;;;;;;;;;;;;;;;;1;1;1;1
61;0;;;;;;;;;;;;;;;;;;;1;1;1;
25;1;;;;;;;;;;;;;;;;;;;3;1;;1
21;0;;;;;;;;;;;;;;;;;;;1;;;
61;1;;;;;;;;;;;;;;;;;;;1;1;1;1
78;0;;;;;;;;;;;;;;;;;;;3;3;3;3
61;1;;;;;;;;;;;;;;;;;;;3;3;3;3
37;0;;;;;;;;;;;;;;;;;;;3;3;3;3
32;1;;;;;;;;;;;;;;;;;;;2;2;2;
20;1;;;;;;;;;;;;;;;;;;;1;1;1;1
24;1;;;;;;;;;;;;;;;;;;;3;3;3;
24;1;;;;;;;;;;;;;;;;;;;3;;;
26;1;;;;;;;;;;;;;;;;;;;;;;
24;0;;;;;;;;;;;;;;;;;;;2;2;2;
33;1;;;;;;;;;;;;;;;;;;;3;1;1;
68;1;;;;;;;;;;;;;;;;;;;3;3;3;3
37;0;;;;;;;;;;;;;;;;;;;1;;;
30;1;;;;;;;;;;;;;;;;;;;3;3;2;
81;0;;;;;;;;;;;;;;;;;;;3;3;3;
28;1;;;;;;;;;;;;;;;;;;;3;2;3;
46;0;;;;;;;;;;;;;;;;;;;3;3;3;3
43;1;;;;;;;;;;;;;;;;;;;2;2;2;2
63;0;;;;;;;;;;;;;;;;;;;2;1;1;3
42;1;;;;;;;;;;;;;;;;;;;2;2;2;2
33;1;;;;;;;;;;;;;;;;;;;3;;;
21;1;;;;;;;;;;;;;;;;;;;3;3;3;3
54;1;;;;;;;;;;;;;;;;;;;2;1;1;2
24;1;;;;;;;;;;;;;;;;;;;2;2;1;2
34;1;;;;;;;;;;;;;;;;;;;2;2;1;2
39;0;;;;;;;;;;;;;;;;;;;1;1;1;1
25;1;;;;;;;;;;;;;;;;;;;1;;;
55;1;;;;;;;;;;;;;;;;;;;3;2;3;3
24;1;;;;;;;;;;;;;;;;;;;2;1;2;2
22;1;;;;;;;;;;;;;;;;;;;2;;;
24;1;;;;;;;;;;;;;;;;;;;2;2;2;2
50;1;;;;;;;;;;;;;;;;;;;2;3;3;3
25;1;;;;;;;;;;;;;;;;;;;1;1;1;1
22;0;;;;;;;;;;;;;;;;;;;2;1;1;1
53;1;;;;;;;;;;;;;;;;;;;2;3;2;2
20;1;;;;;;;;;;;;;;;;;;;1;;;
21;1;;;;;;;;;;;;;;;;;;;1;1;;
53;0;;;;;;;;;;;;;;;;;;;1;2;3;2
34;1;;;;;;;;;;;;;;;;;;;2;3;;
25;1;;;;;;;;;;;;;;;;;;;;;;
40;1;;;;;;;;;;;;;;;;;;;2;2;2;
61;0;;;;;;;;;;;;;;;;;;;3;;;
24;1;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;;;;
56;1;;;;;;;;;;;;;;;;;;;1;1;1;1
66;1;;;;;;;;;;;;;;;;;;;3;1;3;2
39;0;;;;;;;;;;;;;;;;;;;2;1;2;
81;1;;;;;;;;;;;;;;;;;;;3;3;3;3
33;1;;;;;;;;;;;;;;;;;;;1;2;2;
25;0;;;;;;;;;;;;;;;;;;;2;;;
50;0;;;;;;;;;;;;;;;;;;;3;3;3;
22;0;;;;;;;;;;;;;;;;;;;2;2;2;
21;1;;;;;;;;;;;;;;;;;;;1;1;;1
55;0;;;;;;;;;;;;;;;;;;;3;2;3;
65;1;;;;;;;;;;;;;;;;;;;3;3;3;
24;1;;;;;;;;;;;;;;;;;;;1;1;1;
36;1;;;;;;;;;;;;;;;;;;;1;2;;2
24;0;;;;;;;;;;;;;;;;;;;3;3;3;3
69;1;;;;;;;;;;;;;;;;;;;3;3;3;2
24;1;;;;;;;;;;;;;;;;;;;2;2;2;
26;1;;;;;;;;;;;;;;;;;;;3;;;
46;1;;;;;;;;;;;;;;;;;;;2;2;;
22;1;;;;;;;;;;;;;;;;;;;2;;;
24;0;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;2;;;
59;1;;;;;;;;;;;;;;;;;;;3;3;;
22;1;;;;;;;;;;;;;;;;;;;;2;2;2
59;0;;;;;;;;;;;;;;;;;;;1;;;
22;0;;;;;;;;;;;;;;;;;;;2;2;2;2
69;0;;;;;;;;;;;;;;;;;;;1;1;1;
24;1;;;;;;;;;;;;;;;;;;;1;2;;2
71;1;;;;;;;;;;;;;;;;;;;3;3;3;3
42;0;;;;;;;;;;;;;;;;;;;2;;;
55;1;;;;;;;;;;;;;;;;;;;;;;
66;1;;;;;;;;;;;;;;;;;;;1;;;
20;1;;;;;;;;;;;;;;;;;;;1;1;;
58;0;;;;;;;;;;;;;;;;;;;3;3;3;3
21;1;;;;;;;;;;;;;;;;;;;3;3;3;3
60;1;;;;;;;;;;;;;;;;;;;2;1;1;
56;1;;;;;;;;;;;;;;;;;;;1;3;1;3
48;0;;;;;;;;;;;;;;;;;;;3;3;3;3
32;0;;;;;;;;;;;;;;;;;;;2;1;1;
57;1;;;;;;;;;;;;;;;;;;;2;;;
24;1;;;;;;;;;;;;;;;;;;;2;1;2;2
48;0;;;;;;;;;;;;;;;;;;;1;;;
37;1;;;;;;;;;;;;;;;;;;;;;;
59;1;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;;;;
64;0;;;;;;;;;;;;;;;;;;;3;3;3;3
70;1;;;;;;;;;;;;;;;;;;;1;1;1;1
37;0;;;;;;;;;;;;;;;;;;;1;1;1;1
70;1;;;;;;;;;;;;;;;;;;;3;3;3;3
34;1;;;;;;;;;;;;;;;;;;;1;;;
57;1;;;;;;;;;;;;;;;;;;;3;;;
27;0;;;;;;;;;;;;;;;;;;;3;3;3;3
34;1;;;;;;;;;;;;;;;;;;;2;2;2;2
70;1;;;;;;;;;;;;;;;;;;;2;2;2;1
66;1;;;;;;;;;;;;;;;;;;;3;3;3;3
30;0;;;;;;;;;;;;;;;;;;;2;2;2;2
52;1;;;;;;;;;;;;;;;;;;;3;3;;3
59;0;;;;;;;;;;;;;;;;;;;2;2;2;1
24;1;;;;;;;;;;;;;;;;;;;3;3;3;
61;0;;;;;;;;;;;;;;;;;;;3;3;3;3
22;1;;;;;;;;;;;;;;;;;;;1;1;1;1
38;1;;;;;;;;;;;;;;;;;;;2;;;
35;0;;;;;;;;;;;;;;;;;;;1;1;1;2
36;1;;;;;;;;;;;;;;;;;;;2;1;2;2
26;1;;;;;;;;;;;;;;;;;;;;;;
65;1;;;;;;;;;;;;;;;;;;;3;3;3;3
23;1;;;;;;;;;;;;;;;;;;;1;;;
25;1;;;;;;;;;;;;;;;;;;;;;;
26;1;;;;;;;;;;;;;;;;;;;;;;
55;1;;;;;;;;;;;;;;;;;;;3;3;3;3
23;0;;;;;;;;;;;;;;;;;;;1;;;
36;1;;;;;;;;;;;;;;;;;;;3;3;2;2
65;1;;;;;;;;;;;;;;;;;;;3;3;3;
41;1;;;;;;;;;;;;;;;;;;;1;1;1;1
38;0;;;;;;;;;;;;;;;;;;;1;;;
36;0;;;;;;;;;;;;;;;;;;;1;2;1;1
32;0;;;;;;;;;;;;;;;;;;;1;3;3;
67;0;;;;;;;;;;;;;;;;;;;1;1;1;
54;1;;;;;;;;;;;;;;;;;;;;;;
21;0;;;;;;;;;;;;;;;;;;;3;3;3;3
43;1;;;;;;;;;;;;;;;;;;;;2;;
59;0;;;;;;;;;;;;;;;;;;;2;1;2;
20;1;;;;;;;;;;;;;;;;;;;1;;;
55;0;;;;;;;;;;;;;;;;;;;3;3;3;3
67;0;;;;;;;;;;;;;;;;;;;3;;;
28;1;;;;;;;;;;;;;;;;;;;;;;
57;0;;;;;;;;;;;;;;;;;;;3;3;3;3
37;0;;;;;;;;;;;;;;;;;;;1;1;1;1
46;0;;;;;;;;;;;;;;;;;;;3;;;
41;0;;;;;;;;;;;;;;;;;;;2;1;1;1
59;1;;;;;;;;;;;;;;;;;;;1;1;1;1
60;0;;;;;;;;;;;;;;;;;;;3;3;3;2
25;0;;;;;;;;;;;;;;;;;;;1;;;
62;0;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;3;3;3;
33;0;;;;;;;;;;;;;;;;;;;1;1;1;1
35;0;;;;;;;;;;;;;;;;;;;3;3;3;3
34;0;;;;;;;;;;;;;;;;;;;1;;;
22;1;;;;;;;;;;;;;;;;;;;2;;;
64;0;;;;;;;;;;;;;;;;;;;1;1;1;1
20;1;;;;;;;;;;;;;;;;;;;1;;;
26;1;;;;;;;;;;;;;;;;;;;2;2;2;
35;0;;;;;;;;;;;;;;;;;;;2;3;3;3
38;0;;;;;;;;;;;;;;;;;;;3;3;3;3
22;1;;;;;;;;;;;;;;;;;;;2;2;3;3
32;0;;;;;;;;;;;;;;;;;;;;1;2;2
25;1;;;;;;;;;;;;;;;;;;;1;;;
39;0;;;;;;;;;;;;;;;;;;;2;2;2;2
45;1;;;;;;;;;;;;;;;;;;;2;;;
53;0;;;;;;;;;;;;;;;;;;;1;1;3;3
36;0;;;;;;;;;;;;;;;;;;;1;3;1;1
23;1;;;;;;;;;;;;;;;;;;;1;;;
35;0;;;;;;;;;;;;;;;;;;;2;2;1;
26;0;;;;;;;;;;;;;;;;;;;3;;;
23;1;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;1;2;3;
24;1;;;;;;;;;;;;;;;;;;;1;;;
65;1;;;;;;;;;;;;;;;;;;;3;2;1;2
28;1;;;;;;;;;;;;;;;;;;;3;;;
49;1;;;;;;;;;;;;;;;;;;;1;1;1;1
42;1;;;;;;;;;;;;;;;;;;;3;2;1;1
32;0;;;;;;;;;;;;;;;;;;;1;1;1;
24;1;;;;;;;;;;;;;;;;;;;1;1;1;2
75;0;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;2;3;2;
71;0;;;;;;;;;;;;;;;;;;;1;1;1;
22;1;;;;;;;;;;;;;;;;;;;1;;;
22;1;;;;;;;;;;;;;;;;;;;1;;;
22;1;;;;;;;;;;;;;;;;;;;2;2;1;1
64;0;;;;;;;;;;;;;;;;;;;3;3;3;3
23;1;;;;;;;;;;;;;;;;;;;1;;;
62;0;;;;;;;;;;;;;;;;;;;1;1;1;1
44;0;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;1;;;
54;1;;;;;;;;;;;;;;;;;;;3;3;3;
22;1;;;;;;;;;;;;;;;;;;;2;;;
25;0;;;;;;;;;;;;;;;;;;;2;2;3;
61;1;;;;;;;;;;;;;;;;;;;3;3;3;3
34;1;;;;;;;;;;;;;;;;;;;1;1;1;1
37;1;;;;;;;;;;;;;;;;;;;2;;;
66;1;;;;;;;;;;;;;;;;;;;3;;;
25;1;;;;;;;;;;;;;;;;;;;2;2;2;2
53;0;;;;;;;;;;;;;;;;;;;3;3;3;3
48;1;;;;;;;;;;;;;;;;;;;1;;;
67;0;;;;;;;;;;;;;;;;;;;3;3;3;3
22;0;;;;;;;;;;;;;;;;;;;1;1;1;1
58;0;;;;;;;;;;;;;;;;;;;1;1;1;1
40;0;;;;;;;;;;;;;;;;;;;3;;;
42;0;;;;;;;;;;;;;;;;;;;3;3;3;
22;1;;;;;;;;;;;;;;;;;;;3;;;
64;1;;;;;;;;;;;;;;;;;;;2;1;2;1
22;1;;;;;;;;;;;;;;;;;;;2;3;3;3
31;1;;;;;;;;;;;;;;;;;;;2;2;3;2
60;1;;;;;;;;;;;;;;;;;;;3;3;3;
23;1;;;;;;;;;;;;;;;;;;;2;1;2;3
79;1;;;;;;;;;;;;;;;;;;;1;1;1;
46;0;;;;;;;;;;;;;;;;;;;3;2;2;2
46;0;;;;;;;;;;;;;;;;;;;1;1;1;
23;1;;;;;;;;;;;;;;;;;;;;2;2;
23;0;;;;;;;;;;;;;;;;;;;2;2;2;2
23;0;;;;;;;;;;;;;;;;;;;;;;
29;1;;;;;;;;;;;;;;;;;;;1;1;;
25;1;;;;;;;;;;;;;;;;;;;;;;
25;1;;;;;;;;;;;;;;;;;;;1;;;
46;0;;;;;;;;;;;;;;;;;;;3;;;
58;0;;;;;;;;;;;;;;;;;;;1;;;
46;1;;;;;;;;;;;;;;;;;;;1;1;1;1
41;0;;;;;;;;;;;;;;;;;;;2;;;
22;1;;;;;;;;;;;;;;;;;;;;;;
56;1;;;;;;;;;;;;;;;;;;;3;2;2;3
48;1;;;;;;;;;;;;;;;;;;;3;3;3;2
25;1;;;;;;;;;;;;;;;;;;;3;3;3;3
34;0;;;;;;;;;;;;;;;;;;;1;1;1;
59;1;;;;;;;;;;;;;;;;;;;2;3;2;
61;0;;;;;;;;;;;;;;;;;;;3;3;3;3
46;1;;;;;;;;;;;;;;;;;;;1;1;;1
58;1;;;;;;;;;;;;;;;;;;;3;3;;
28;0;;;;;;;;;;;;;;;;;;;;;;
62;1;;;;;;;;;;;;;;;;;;;2;3;3;3
26;1;;;;;;;;;;;;;;;;;;;1;1;3;
26;1;;;;;;;;;;;;;;;;;;;;;;
24;1;;;;;;;;;;;;;;;;;;;2;1;1;2
21;1;;;;;;;;;;;;;;;;;;;1;;;
19;0;;;;;;;;;;;;;;;;;;;1;;;
25;1;;;;;;;;;;;;;;;;;;;2;2;2;2
27;0;;;;;;;;;;;;;;;;;;;3;3;3;
57;0;;;;;;;;;;;;;;;;;;;3;3;3;3
64;0;;;;;;;;;;;;;;;;;;;1;1;1;1
61;0;;;;;;;;;;;;;;;;;;;1;;;
25;0;;;;;;;;;;;;;;;;;;;1;1;1;
63;1;;;;;;;;;;;;;;;;;;;1;;;
22;1;;;;;;;;;;;;;;;;;;;3;3;3;3
59;1;;;;;;;;;;;;;;;;;;;2;1;;1
26;0;;;;;;;;;;;;;;;;;;;1;1;3;1
65;1;;;;;;;;;;;;;;;;;;;1;1;1;1
32;1;;;;;;;;;;;;;;;;;;;2;2;2;2
71;1;;;;;;;;;;;;;;;;;;;2;2;2;2
22;1;;;;;;;;;;;;;;;;;;;1;1;1;1
40;1;;;;;;;;;;;;;;;;;;;1;1;1;1
40;0;;;;;;;;;;;;;;;;;;;1;1;1;1
40;1;;;;;;;;;;;;;;;;;;;1;1;1;1
59;0;;;;;;;;;;;;;;;;;;;1;1;1;1
33;0;;;;;;;;;;;;;;;;;;;2;2;2;
52;1;;;;;;;;;;;;;;;;;;;1;;;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
48;1;;;;;;;;;;;;;;;;;;;2;2;1;1
30;1;;;;;;;;;;;;;;;;;;;1;1;2;2
33;0;;;;;;;;;;;;;;;;;;;1;2;3;2
51;0;;;;;;;;;;;;;;;;;;;3;;;
38;0;;;;;;;;;;;;;;;;;;;3;3;3;3
22;1;;;;;;;;;;;;;;;;;;;;;;
59;1;;;;;;;;;;;;;;;;;;;1;1;1;1
66;0;;;;;;;;;;;;;;;;;;;1;;;
75;1;;;;;;;;;;;;;;;;;;;3;3;3;1
56;1;;;;;;;;;;;;;;;;;;;1;1;3;1
22;0;;;;;;;;;;;;;;;;;;;2;1;2;
25;1;;;;;;;;;;;;;;;;;;;1;;;
23;1;;;;;;;;;;;;;;;;;;;1;1;1;
24;0;;;;;;;;;;;;;;;;;;;1;;;
19;1;;;;;;;;;;;;;;;;;;;1;2;;2
22;1;;;;;;;;;;;;;;;;;;;1;1;;
53;1;;;;;;;;;;;;;;;;;;;2;2;2;
41;1;;;;;;;;;;;;;;;;;;;3;;;
25;1;;;;;;;;;;;;;;;;;;;2;;;
71;0;;;;;;;;;;;;;;;;;;;1;1;;1
43;1;;;;;;;;;;;;;;;;;;;;;;
38;0;;;;;;;;;;;;;;;;;;;3;3;1;3
21;1;;;;;;;;;;;;;;;;;;;1;1;1;1
60;1;;;;;;;;;;;;;;;;;;;2;3;3;2
28;1;;;;;;;;;;;;;;;;;;;2;2;1;1
30;1;;;;;;;;;;;;;;;;;;;1;3;2;3
25;1;;;;;;;;;;;;;;;;;;;2;2;2;3
31;1;;;;;;;;;;;;;;;;;;;2;2;3;3
21;1;;;;;;;;;;;;;;;;;;;1;1;1;
37;0;;;;;;;;;;;;;;;;;;;1;1;;
52;0;;;;;;;;;;;;;;;;;;;1;;;
25;1;;;;;;;;;;;;;;;;;;;2;2;2;2
24;1;;;;;;;;;;;;;;;;;;;;;;
56;0;;;;;;;;;;;;;;;;;;;1;1;1;1
25;1;;;;;;;;;;;;;;;;;;;1;1;1;
33;0;;;;;;;;;;;;;;;;;;;3;1;1;1
68;0;;;;;;;;;;;;;;;;;;;3;;;
21;1;;;;;;;;;;;;;;;;;;;1;;;
37;0;;;;;;;;;;;;;;;;;;;1;1;1;1
30;0;;;;;;;;;;;;;;;;;;;3;2;3;3
31;0;;;;;;;;;;;;;;;;;;;2;2;2;2
29;0;;;;;;;;;;;;;;;;;;;1;1;1;1
54;1;;;;;;;;;;;;;;;;;;;3;3;3;1
50;0;;;;;;;;;;;;;;;;;;;1;1;1;1
25;0;;;;;;;;;;;;;;;;;;;;;;
47;1;;;;;;;;;;;;;;;;;;;1;1;1;
22;1;;;;;;;;;;;;;;;;;;;;;;
19;1;;;;;;;;;;;;;;;;;;;2;2;2;1
50;1;;;;;;;;;;;;;;;;;;;3;3;3;3
50;1;;;;;;;;;;;;;;;;;;;3;3;3;3
24;1;;;;;;;;;;;;;;;;;;;1;;;
37;0;;;;;;;;;;;;;;;;;;;1;;;
58;1;;;;;;;;;;;;;;;;;;;3;3;3;3
34;0;;;;;;;;;;;;;;;;;;;2;3;3;2
36;0;;;;;;;;;;;;;;;;;;;1;1;1;1
62;0;;;;;;;;;;;;;;;;;;;3;3;3;
38;1;;;;;;;;;;;;;;;;;;;3;1;2;1
47;0;;;;;;;;;;;;;;;;;;;3;3;3;
49;0;;;;;;;;;;;;;;;;;;;3;3;3;
31;1;;;;;;;;;;;;;;;;;;;2;3;2;
28;1;;;;;;;;;;;;;;;;;;;;;;
28;0;;;;;;;;;;;;;;;;;;;2;2;2;3
61;1;;;;;;;;;;;;;;;;;;;3;3;3;3
39;1;;;;;;;;;;;;;;;;;;;3;3;3;
23;1;;;;;;;;;;;;;;;;;;;3;3;3;3
27;0;;;;;;;;;;;;;;;;;;;1;;;
22;0;;;;;;;;;;;;;;;;;;;;;;
33;1;;;;;;;;;;;;;;;;;;;3;2;2;3
23;0;;;;;;;;;;;;;;;;;;;3;3;3;
20;0;;;;;;;;;;;;;;;;;;;2;2;2;2
64;1;;;;;;;;;;;;;;;;;;;;;;
35;1;;;;;;;;;;;;;;;;;;;3;3;3;
52;0;;;;;;;;;;;;;;;;;;;3;;;
25;1;;;;;;;;;;;;;;;;;;;2;;;
22;0;;;;;;;;;;;;;;;;;;;1;1;1;2
45;0;;;;;;;;;;;;;;;;;;;3;3;3;
22;1;;;;;;;;;;;;;;;;;;;3;;;
31;1;;;;;;;;;;;;;;;;;;;1;;;
21;0;;;;;;;;;;;;;;;;;;;1;1;1;1
19;1;;;;;;;;;;;;;;;;;;;2;;;
31;1;;;;;;;;;;;;;;;;;;;1;;;
60;0;;;;;;;;;;;;;;;;;;;1;2;1;1
43;0;;;;;;;;;;;;;;;;;;;2;1;2;
33;0;;;;;;;;;;;;;;;;;;;1;;;
29;1;;;;;;;;;;;;;;;;;;;1;;;
21;1;;;;;;;;;;;;;;;;;;;1;;;
59;1;;;;;;;;;;;;;;;;;;;;;;
54;0;;;;;;;;;;;;;;;;;;;1;1;1;1
34;1;;;;;;;;;;;;;;;;;;;1;2;2;2
21;1;;;;;;;;;;;;;;;;;;;1;;;
21;1;;;;;;;;;;;;;;;;;;;1;;;
39;1;;;;;;;;;;;;;;;;;;;1;;;
19;1;;;;;;;;;;;;;;;;;;;3;;;
20;1;;;;;;;;;;;;;;;;;;;1;1;1;1
34;0;;;;;;;;;;;;;;;;;;;2;1;2;
42;0;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;3;1;1;
56;1;;;;;;;;;;;;;;;;;;;3;3;3;3
22;1;;;;;;;;;;;;;;;;;;;3;3;3;
24;0;;;;;;;;;;;;;;;;;;;2;2;2;
29;0;;;;;;;;;;;;;;;;;;;1;1;1;1
25;1;;;;;;;;;;;;;;;;;;;3;;;
21;1;;;;;;;;;;;;;;;;;;;2;3;2;2
22;1;;;;;;;;;;;;;;;;;;;1;1;1;2
73;0;;;;;;;;;;;;;;;;;;;3;3;3;
57;1;;;;;;;;;;;;;;;;;;;1;1;1;1
46;0;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;2;;;
19;1;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;1;;;
21;0;;;;;;;;;;;;;;;;;;;1;1;1;
21;0;;;;;;;;;;;;;;;;;;;3;;;
21;1;;;;;;;;;;;;;;;;;;;1;;;
34;0;;;;;;;;;;;;;;;;;;;3;3;3;2
23;1;;;;;;;;;;;;;;;;;;;1;1;1;1
35;0;;;;;;;;;;;;;;;;;;;1;1;1;1
24;1;;;;;;;;;;;;;;;;;;;;;;
36;0;;;;;;;;;;;;;;;;;;;3;1;;3
51;1;;;;;;;;;;;;;;;;;;;2;2;2;2
20;1;;;;;;;;;;;;;;;;;;;;;;
23;1;;;;;;;;;;;;;;;;;;;2;;;
22;1;;;;;;;;;;;;;;;;;;;;;;
30;0;;;;;;;;;;;;;;;;;;;1;1;1;1
21;1;;;;;;;;;;;;;;;;;;;1;;;
33;0;;;;;;;;;;;;;;;;;;;1;1;;
48;0;;;;;;;;;;;;;;;;;;;;;;
29;0;;;;;;;;;;;;;;;;;;;2;2;2;3
22;0;;;;;;;;;;;;;;;;;;;2;;;
25;1;;;;;;;;;;;;;;;;;;;3;;;
45;1;;;;;;;;;;;;;;;;;;;1;1;1;1
24;1;;;;;;;;;;;;;;;;;;;2;;;
47;0;;;;;;;;;;;;;;;;;;;2;1;1;2
21;1;;;;;;;;;;;;;;;;;;;2;;;
64;1;;;;;;;;;;;;;;;;;;;3;3;3;3
21;1;;;;;;;;;;;;;;;;;;;1;;;
38;1;;;;;;;;;;;;;;;;;;;;;;
69;1;;;;;;;;;;;;;;;;;;;1;1;1;
67;1;;;;;;;;;;;;;;;;;;;1;1;1;
34;1;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;1;;;
20;0;;;;;;;;;;;;;;;;;;;1;1;1;
26;0;;;;;;;;;;;;;;;;;;;3;3;3;3
23;1;;;;;;;;;;;;;;;;;;;1;1;1;1
22;1;;;;;;;;;;;;;;;;;;;1;;;
44;0;;;;;;;;;;;;;;;;;;;3;3;3;3
23;1;;;;;;;;;;;;;;;;;;;2;2;3;1
25;0;;;;;;;;;;;;;;;;;;;3;3;1;
25;1;;;;;;;;;;;;;;;;;;;1;1;1;
21;1;;;;;;;;;;;;;;;;;;;3;1;3;3
20;1;;;;;;;;;;;;;;;;;;;2;;;
26;0;;;;;;;;;;;;;;;;;;;;;;
42;1;;;;;;;;;;;;;;;;;;;1;;;
25;1;;;;;;;;;;;;;;;;;;;;2;2;
24;1;;;;;;;;;;;;;;;;;;;3;;;
19;0;;;;;;;;;;;;;;;;;;;1;1;1;
36;0;;;;;;;;;;;;;;;;;;;3;3;3;3
19;0;;;;;;;;;;;;;;;;;;;3;3;3;
35;0;;;;;;;;;;;;;;;;;;;2;2;2;2
36;0;;;;;;;;;;;;;;;;;;;1;1;1;
32;1;;;;;;;;;;;;;;;;;;;2;2;2;
61;1;;;;;;;;;;;;;;;;;;;2;2;2;3
24;0;;;;;;;;;;;;;;;;;;;3;3;3;
34;0;;;;;;;;;;;;;;;;;;;3;;;
22;0;;;;;;;;;;;;;;;;;;;3;3;;
62;1;;;;;;;;;;;;;;;;;;;1;;;
21;1;;;;;;;;;;;;;;;;;;;2;;;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
66;0;;;;;;;;;;;;;;;;;;;3;;;
19;1;;;;;;;;;;;;;;;;;;;3;;;
57;1;;;;;;;;;;;;;;;;;;;1;1;1;
35;0;;;;;;;;;;;;;;;;;;;3;3;3;3
23;1;;;;;;;;;;;;;;;;;;;;;;
22;1;;;;;;;;;;;;;;;;;;;1;1;1;1
19;1;;;;;;;;;;;;;;;;;;;1;2;1;1
22;1;;;;;;;;;;;;;;;;;;;;;;
23;0;;;;;;;;;;;;;;;;;;;;;;
61;0;;;;;;;;;;;;;;;;;;;3;3;3;
36;1;;;;;;;;;;;;;;;;;;;1;;;
36;1;;;;;;;;;;;;;;;;;;;2;1;1;3
37;1;;;;;;;;;;;;;;;;;;;3;3;3;3
20;0;;;;;;;;;;;;;;;;;;;1;1;1;
20;0;;;;;;;;;;;;;;;;;;;1;2;;
80;1;;;;;;;;;;;;;;;;;;;3;2;2;3
19;1;;;;;;;;;;;;;;;;;;;2;2;2;2
26;1;;;;;;;;;;;;;;;;;;;;;;
32;0;;;;;;;;;;;;;;;;;;;3;2;;
