age;gender;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;populism_sum;populism;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;nativism_sum;nativism;w5EUref1;w6EUref1;w7EUref1;w10EUref1
67;1;;;;;;;;;;;;;;;;;;;1;1;1;
80;0;4;4;3;4;15;3,75;3;3;4;4;4;3;4;4;3;2;34;3,4;3;1;3;1
80;0;;;;;;;;;;;;;;;;;;;2;3;2;
35;0;;;;;;;;;;;;;;;;;;;1;1;1;1
73;0;4;4;4;4;16;4;3;2;3;3;4;2;2;2;3;2;26;2,6;;;;
67;1;3;4;4;4;15;3,75;2;4;5;4;5;2;4;3;3;2;34;3,4;3;;;
68;0;;;;;;;;;;;;;;;;;;;3;3;3;
30;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;;;
61;0;4;4;4;5;17;4,25;1;1;1;1;2;1;1;1;1;1;11;1,1;;;;
77;0;;;;;;;;;;;;;;;;;;;3;3;3;
64;1;;;;;;;;;;;;;;;;;;;1;1;1;
56;1;;;;;;;;;;;;;;;;;;;2;2;2;2
48;1;;;;;;;;;;;;;;;;;;;1;1;1;
43;0;2;2;3;2;9;2,25;1;3;2;3;5;2;3;3;5;1;28;2,8;1;1;1;1
34;1;;;;;;;;;;;;;;;;;;;1;1;1;1
51;0;;;;;;;;;;;;;;;;;;;2;;;
41;1;;;;;;;;;;;;;;;;;;;1;1;1;1
43;1;4;4;4;4;16;4;2;3;2;2;4;1;3;2;2;2;23;2,3;;;;
40;0;;;;;;;;;;;;;;;;;;;3;3;3;3
33;0;;;;;;;;;;;;;;;;;;;;;;
54;0;;;;;;;;;;;;;;;;;;;2;2;1;
70;1;4;4;2;5;15;3,75;3;3;4;4;4;2;4;3;4;1;32;3,2;1;1;1;
50;0;;;;;;;;;;;;;;;;;;;1;1;1;
51;1;;;;;;;;;;;;;;;;;;;;;;
65;1;4;5;4;5;18;4,5;3;3;5;4;5;5;3;4;5;2;39;3,9;3;3;3;3
37;1;;;;;;;;;;;;;;;;;;;2;1;1;1
67;0;;;;;;;;;;;;;;;;;;;3;3;3;3
53;1;4;2;3;4;13;3,25;2;2;1;2;3;1;2;1;2;2;18;1,8;1;1;1;1
62;1;;;;;;;;;;;;;;;;;;;3;3;3;
69;1;2;3;2;3;10;2,5;3;1;2;2;4;2;3;1;3;2;23;2,3;1;1;1;
68;0;;;;;;;;;;;;;;;;;;;1;2;1;1
42;0;;;;;;;;;;;;;;;;;;;3;3;3;1
48;1;;;;;;;;;;;;;;;;;;;2;2;2;2
65;1;4;4;3;4;15;3,75;2;3;3;3;4;3;3;2;3;2;28;2,8;1;1;;1
41;1;4;4;4;5;17;4,25;2;2;2;2;4;2;3;2;2;2;23;2,3;;;;
71;0;3;4;3;4;14;3,5;5;1;3;2;4;4;3;4;1;2;29;2,9;3;3;3;
54;0;;;;;;;;;;;;;;;;;;;1;1;1;1
57;0;;;;;;;;;;;;;;;;;;;1;1;1;1
34;1;;;;;;;;;;;;;;;;;;;1;1;2;1
62;0;;;;;;;;;;;;;;;;;;;3;3;3;3
39;0;4;4;4;2;14;3,5;4;3;5;3;5;3;5;5;4;4;41;4,1;1;1;3;1
52;1;;;;;;;;;;;;;;;;;;;2;2;2;2
44;0;;;;;;;;;;;;;;;;;;;1;1;1;1
42;0;;;;;;;;;;;;;;;;;;;3;3;2;
50;1;5;4;5;5;19;4,75;5;3;2;3;4;2;2;3;3;2;29;2,9;1;1;1;
35;1;;;;;;;;;;;;;;;;;;;;;;
33;0;;;;;;;;;;;;;;;;;;;1;;;
40;0;;;;;;;;;;;;;;;;;;;2;1;1;
66;0;;;;;;;;;;;;;;;;;;;1;1;1;1
50;0;;;;;;;;;;;;;;;;;;;;;;
59;0;;;;;;;;;;;;;;;;;;;3;3;3;
68;1;3;4;4;3;14;3,5;4;4;5;3;4;4;4;3;4;2;37;3,7;3;3;3;
48;0;2;5;2;5;14;3,5;2;1;1;2;2;1;1;1;2;1;14;1,4;1;1;;1
47;1;;;;;;;;;;;;;;;;;;;2;2;2;2
39;1;;;;;;;;;;;;;;;;;;;2;;;
61;0;;;;;;;;;;;;;;;;;;;2;2;2;2
52;1;2;2;2;3;9;2,25;5;4;5;5;5;3;5;5;5;2;44;4,4;3;3;3;3
40;0;;;;;;;;;;;;;;;;;;;3;3;3;3
75;1;5;5;5;5;20;5;5;3;5;2;5;5;5;5;5;1;41;4,1;3;3;3;3
34;0;3;4;3;4;14;3,5;1;2;2;4;4;2;3;1;2;1;22;2,2;;;;
66;0;4;4;4;5;17;4,25;4;3;2;4;5;3;4;3;3;2;33;3,3;3;2;1;3
68;1;;;;;;;;;;;;;;;;;;;1;;;
31;1;;;;;;;;;;;;;;;;;;;;;;
40;0;;;;;;;;;;;;;;;;;;;2;;;
66;1;4;3;4;3;14;3,5;3;3;3;3;3;3;3;3;3;3;30;3;2;2;1;
31;1;;;;;;;;;;;;;;;;;;;1;1;1;
65;1;;;;;;;;;;;;;;;;;;;;;;
58;1;4;5;4;5;18;4,5;5;5;5;5;5;4;5;5;5;2;46;4,6;;;;
28;1;;;;;;;;;;;;;;;;;;;;;;
69;1;3;3;4;5;15;3,75;5;5;5;5;5;1;5;5;4;2;42;4,2;;;;
61;0;;;;;;;;;;;;;;;;;;;3;3;3;3
67;1;5;5;5;5;20;5;3;5;5;5;5;4;3;2;3;1;36;3,6;3;3;3;3
42;1;2;2;2;3;9;2,25;5;3;5;4;4;4;4;4;5;3;41;4,1;3;;;
68;1;3;4;3;4;14;3,5;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1
32;1;4;4;4;3;15;3,75;2;3;4;4;5;4;4;3;4;2;35;3,5;2;2;2;2
62;0;;;;;;;;;;;;;;;;;;;1;1;1;1
36;0;4;3;4;4;15;3,75;1;2;5;5;5;1;1;1;1;1;23;2,3;3;;;
39;1;;;;;;;;;;;;;;;;;;;;;;
64;1;3;3;3;2;11;2,75;4;4;1;4;5;3;4;3;4;5;37;3,7;;;;
38;1;;;;;;;;;;;;;;;;;;;1;2;2;1
62;0;;;;;;;;;;;;;;;;;;;1;;;
56;0;;;;;;;;;;;;;;;;;;;2;2;3;3
82;1;;;;;;;;;;;;;;;;;;;3;3;3;3
40;1;;;;;;;;;;;;;;;;;;;2;;;
71;1;;;;;;;;;;;;;;;;;;;1;1;1;
60;0;;;;;;;;;;;;;;;;;;;3;3;3;3
29;1;;;;;;;;;;;;;;;;;;;;;;
35;1;;;;;;;;;;;;;;;;;;;2;2;2;
52;1;;;;;;;;;;;;;;;;;;;;;;
52;1;;;;;;;;;;;;;;;;;;;1;1;1;1
64;1;3;3;3;3;12;3;4;3;4;3;3;4;2;4;3;2;32;3,2;2;2;1;1
27;1;;;;;;;;;;;;;;;;;;;3;3;2;
41;1;;;;;;;;;;;;;;;;;;;1;;;
53;0;;;;;;;;;;;;;;;;;;;3;3;3;3
40;1;;;;;;;;;;;;;;;;;;;1;1;1;1
31;1;;;;;;;;;;;;;;;;;;;3;;;
66;0;;;;;;;;;;;;;;;;;;;1;1;1;1
48;0;;;;;;;;;;;;;;;;;;;1;1;1;1
60;0;;;;;;;;;;;;;;;;;;;1;1;1;
50;0;;;;;;;;;;;;;;;;;;;1;;;
52;0;;;;;;;;;;;;;;;;;;;2;2;2;2
62;1;;;;;;;;;;;;;;;;;;;2;2;2;2
53;1;;;;;;;;;;;;;;;;;;;3;3;3;3
32;1;;;;;;;;;;;;;;;;;;;3;3;3;
45;1;;;;;;;;;;;;;;;;;;;1;1;1;1
33;1;;;;;;;;;;;;;;;;;;;1;1;1;
57;1;4;5;4;5;18;4,5;3;2;3;3;4;2;3;2;2;2;26;2,6;;;;
39;1;;;;;;;;;;;;;;;;;;;3;3;3;1
67;1;;;;;;;;;;;;;;;;;;;;;;
44;1;4;5;5;5;19;4,75;5;1;1;2;4;4;2;2;5;2;28;2,8;1;1;1;
28;0;2;2;2;4;10;2,5;5;5;5;5;5;5;5;5;5;1;46;4,6;3;3;3;
41;1;3;3;4;3;13;3,25;3;3;3;3;3;3;3;3;3;3;30;3;2;2;2;2
71;0;;;;;;;;;;;;;;;;;;;1;1;2;1
57;1;3;4;4;3;14;3,5;3;2;3;3;5;3;3;2;3;2;29;2,9;2;2;2;
38;0;;;;;;;;;;;;;;;;;;;1;1;2;1
54;0;;;;;;;;;;;;;;;;;;;3;3;3;3
38;0;;;;;;;;;;;;;;;;;;;3;3;3;3
64;1;;;;;;;;;;;;;;;;;;;2;1;1;2
36;0;;;;;;;;;;;;;;;;;;;3;3;2;
34;0;;;;;;;;;;;;;;;;;;;1;;;
29;1;;;;;;;;;;;;;;;;;;;1;3;3;
50;1;3;4;3;4;14;3,5;5;3;4;2;5;5;4;3;4;2;37;3,7;;;;
44;1;2;4;3;4;13;3,25;4;3;4;3;5;2;5;3;5;2;36;3,6;3;3;3;3
44;0;;;;;;;;;;;;;;;;;;;2;3;2;2
33;1;3;3;3;4;13;3,25;1;2;1;3;3;1;3;1;2;2;19;1,9;1;1;1;
55;1;;;;;;;;;;;;;;;;;;;3;3;3;
75;0;5;4;5;5;19;4,75;3;4;5;5;5;3;3;3;5;1;37;3,7;1;1;1;
33;0;;;;;;;;;;;;;;;;;;;1;1;1;1
65;1;3;3;3;4;13;3,25;5;3;5;5;5;3;5;3;5;3;42;4,2;2;3;2;
32;1;;;;;;;;;;;;;;;;;;;;;;
51;1;4;4;4;4;16;4;3;3;4;3;5;3;4;3;4;2;34;3,4;3;3;3;
62;0;;;;;;;;;;;;;;;;;;;1;1;1;1
71;0;;;;;;;;;;;;;;;;;;;1;1;1;1
46;0;2;2;2;4;10;2,5;5;1;5;1;1;5;1;5;5;1;30;3;3;2;3;
61;0;5;5;5;5;20;5;5;3;5;5;5;2;5;5;4;1;40;4;;;;
34;1;;;;;;;;;;;;;;;;;;;1;;;
38;1;;;;;;;;;;;;;;;;;;;3;3;;
36;1;3;4;4;4;15;3,75;2;2;2;3;3;2;4;2;3;2;25;2,5;;;;
55;1;;;;;;;;;;;;;;;;;;;3;3;3;3
44;1;4;4;4;2;14;3,5;4;2;4;2;2;4;2;4;4;2;30;3;2;2;2;2
79;1;4;4;3;3;14;3,5;3;3;2;2;5;2;3;3;3;2;28;2,8;;;;
31;1;;;;;;;;;;;;;;;;;;;1;1;1;1
36;0;3;3;3;3;12;3;4;1;4;4;1;5;2;5;1;1;28;2,8;;;;
64;0;;;;;;;;;;;;;;;;;;;1;1;1;1
51;0;;;;;;;;;;;;;;;;;;;1;1;1;
59;0;;;;;;;;;;;;;;;;;;;1;1;1;1
59;0;;;;;;;;;;;;;;;;;;;1;1;1;1
51;0;;;;;;;;;;;;;;;;;;;1;1;1;1
55;0;2;2;3;2;9;2,25;1;1;1;2;4;1;1;1;3;2;17;1,7;;;;
50;0;;;;;;;;;;;;;;;;;;;2;2;2;2
57;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;1;1;1;1
68;0;2;2;2;4;10;2,5;4;2;4;2;5;4;2;2;4;2;31;3,1;1;1;1;
70;0;;;;;;;;;;;;;;;;;;;1;1;1;1
80;0;;;;;;;;;;;;;;;;;;;3;1;2;
62;1;;;;;;;;;;;;;;;;;;;3;3;3;3
66;0;;;;;;;;;;;;;;;;;;;1;1;1;
74;1;;;;;;;;;;;;;;;;;;;3;3;3;
83;0;;;;;;;;;;;;;;;;;;;3;1;1;
57;0;;;;;;;;;;;;;;;;;;;3;3;3;3
84;0;;;;;;;;;;;;;;;;;;;1;1;;1
64;1;5;5;3;4;17;4,25;4;1;4;3;5;2;3;3;3;1;29;2,9;1;1;1;1
76;0;;;;;;;;;;;;;;;;;;;3;;;
42;1;2;2;2;4;10;2,5;5;2;2;2;4;2;4;2;4;2;29;2,9;3;3;3;
52;1;4;4;4;4;16;4;2;3;2;2;4;2;3;3;2;1;24;2,4;1;1;1;1
34;1;;;;;;;;;;;;;;;;;;;;;;
57;0;5;5;5;5;20;5;5;5;5;5;5;5;5;5;5;5;50;5;3;3;3;
71;0;;;;;;;;;;;;;;;;;;;3;3;3;
51;1;4;4;4;4;16;4;2;2;2;4;4;2;4;2;2;2;26;2,6;;;;
68;0;;;;;;;;;;;;;;;;;;;1;1;1;1
69;0;4;3;3;4;14;3,5;1;1;2;3;3;1;3;1;1;1;17;1,7;1;1;1;
80;0;3;4;4;4;15;3,75;3;2;2;4;3;3;3;3;3;3;29;2,9;3;1;1;1
68;1;;;;;;;;;;;;;;;;;;;1;;;
72;1;;;;;;;;;;;;;;;;;;;1;1;1;1
71;0;4;3;4;4;15;3,75;3;2;2;5;5;3;4;3;3;2;32;3,2;1;1;1;1
66;0;2;2;4;4;12;3;4;4;4;4;4;4;4;4;2;2;36;3,6;;;;
51;0;3;2;3;3;11;2,75;4;2;2;1;5;2;3;1;1;1;22;2,2;3;;;
58;0;;;;;;;;;;;;;;;;;;;1;1;1;1
48;0;5;5;5;4;19;4,75;5;1;5;1;5;1;5;1;1;1;26;2,6;3;1;1;1
61;0;4;4;4;4;16;4;4;5;5;4;5;1;4;3;3;1;35;3,5;2;2;2;2
72;1;4;4;4;5;17;4,25;2;2;2;2;3;2;2;2;3;2;22;2,2;1;1;1;1
51;1;;;;;;;;;;;;;;;;;;;2;2;2;2
28;0;5;2;5;5;17;4,25;4;1;1;3;4;1;2;1;1;1;19;1,9;;;;
46;0;3;2;3;2;10;2,5;2;2;2;3;4;2;2;2;2;2;23;2,3;;;;
61;1;;;;;;;;;;;;;;;;;;;1;1;1;
47;0;3;4;4;3;14;3,5;2;1;2;3;3;1;2;1;3;1;19;1,9;;;;
67;1;;;;;;;;;;;;;;;;;;;1;1;1;1
32;0;;;;;;;;;;;;;;;;;;;1;1;1;
59;1;;;;;;;;;;;;;;;;;;;3;3;3;3
50;1;;;;;;;;;;;;;;;;;;;1;1;1;
66;1;4;3;3;4;14;3,5;5;4;5;3;5;4;5;4;5;3;43;4,3;3;2;3;3
61;1;3;3;3;4;13;3,25;3;3;3;3;4;2;2;3;4;2;29;2,9;1;1;1;2
53;1;5;5;5;1;16;4;5;5;5;5;5;5;5;5;5;5;50;5;;;;
71;1;;;;;;;;;;;;;;;;;;;3;3;3;3
54;1;4;4;4;4;16;4;5;4;3;3;5;3;5;4;1;3;36;3,6;3;3;3;3
41;1;;;;;;;;;;;;;;;;;;;1;1;1;1
72;0;5;5;5;5;20;5;5;5;5;5;5;5;1;5;5;4;45;4,5;3;3;3;
70;1;;;;;;;;;;;;;;;;;;;1;;;
46;0;5;4;4;5;18;4,5;3;2;4;3;3;4;4;2;3;2;30;3;;;;
56;0;4;5;4;4;17;4,25;2;2;3;3;4;2;3;3;3;2;27;2,7;;;;
58;1;4;4;4;4;16;4;4;3;4;4;5;2;4;3;1;4;34;3,4;2;;;
70;1;;;;;;;;;;;;;;;;;;;1;1;1;1
72;0;;;;;;;;;;;;;;;;;;;3;3;3;3
44;1;;;;;;;;;;;;;;;;;;;3;2;2;
33;0;4;4;5;4;17;4,25;1;1;1;2;3;2;3;1;3;1;18;1,8;;;;
66;0;;;;;;;;;;;;;;;;;;;;;;
50;1;;;;;;;;;;;;;;;;;;;3;;;
69;1;;;;;;;;;;;;;;;;;;;1;2;2;2
40;0;;;;;;;;;;;;;;;;;;;1;1;1;1
50;0;;;;;;;;;;;;;;;;;;;;;;
30;0;4;5;5;5;19;4,75;1;1;3;1;5;2;5;1;5;1;25;2,5;;;;
56;1;;;;;;;;;;;;;;;;;;;3;1;1;1
48;1;;;;;;;;;;;;;;;;;;;2;2;2;
69;0;5;5;5;1;16;4;5;2;5;1;5;3;5;4;5;1;36;3,6;3;3;3;3
29;1;2;2;4;4;12;3;1;2;1;2;2;1;2;1;1;1;14;1,4;;;;
68;1;5;4;4;4;17;4,25;5;5;4;4;4;3;4;3;3;1;36;3,6;1;1;3;2
39;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;1;;;
58;0;;;;;;;;;;;;;;;;;;;1;2;1;2
67;1;3;3;4;4;14;3,5;3;2;4;4;4;4;2;3;4;3;33;3,3;;;;
39;0;;;;;;;;;;;;;;;;;;;1;1;;
54;1;;;;;;;;;;;;;;;;;;;3;3;3;3
61;0;;;;;;;;;;;;;;;;;;;3;3;3;3
50;0;4;2;4;4;14;3,5;2;1;1;2;3;2;2;2;1;1;17;1,7;1;1;1;1
57;0;2;5;4;4;15;3,75;4;3;1;3;3;1;3;1;1;1;21;2,1;1;1;1;1
51;0;4;3;5;4;16;4;1;1;1;2;1;1;2;1;1;1;12;1,2;;;;
34;0;;;;;;;;;;;;;;;;;;;1;1;1;
52;0;;;;;;;;;;;;;;;;;;;;;;
53;1;;;;;;;;;;;;;;;;;;;;;;
38;0;;;;;;;;;;;;;;;;;;;1;;;
65;0;;;;;;;;;;;;;;;;;;;3;3;3;3
57;1;;;;;;;;;;;;;;;;;;;1;1;1;1
62;1;3;4;5;4;16;4;5;5;4;5;5;4;5;4;4;1;42;4,2;3;3;3;3
48;0;;;;;;;;;;;;;;;;;;;3;3;3;3
70;1;;;;;;;;;;;;;;;;;;;3;3;3;
44;0;1;1;3;3;8;2;1;1;1;2;3;1;3;1;1;1;15;1,5;;;;
51;0;;;;;;;;;;;;;;;;;;;1;;;
50;0;4;1;3;5;13;3,25;1;3;3;3;4;2;3;3;2;2;26;2,6;;;;
48;0;3;2;3;5;13;3,25;2;4;2;2;5;2;5;2;3;1;28;2,8;3;3;3;3
46;1;;;;;;;;;;;;;;;;;;;3;;;
78;0;4;4;4;4;16;4;5;3;5;3;5;3;4;4;1;3;36;3,6;3;3;3;
70;1;;;;;;;;;;;;;;;;;;;3;3;3;
85;0;3;3;3;4;13;3,25;3;3;5;5;5;4;3;4;3;2;37;3,7;;;;
64;0;2;4;2;2;10;2,5;4;3;5;3;5;4;5;2;3;2;36;3,6;3;3;3;
45;0;;;;;;;;;;;;;;;;;;;1;1;1;1
48;1;;;;;;;;;;;;;;;;;;;1;;;
58;1;;;;;;;;;;;;;;;;;;;3;3;3;3
47;0;4;5;5;5;19;4,75;5;3;5;1;5;1;5;5;5;4;39;3,9;3;3;3;
51;1;;;;;;;;;;;;;;;;;;;1;1;1;2
66;0;4;5;4;5;18;4,5;4;5;5;5;5;4;5;4;3;5;45;4,5;3;3;3;1
55;0;;;;;;;;;;;;;;;;;;;1;1;1;1
59;1;4;4;4;5;17;4,25;5;3;5;4;5;5;5;5;5;4;46;4,6;2;1;1;2
54;0;2;2;2;4;10;2,5;3;2;1;3;4;1;3;1;3;1;22;2,2;;;;
38;1;;;;;;;;;;;;;;;;;;;2;2;;
57;1;;;;;;;;;;;;;;;;;;;;;;
42;1;;;;;;;;;;;;;;;;;;;3;3;3;
72;1;4;4;4;4;16;4;5;5;5;4;5;4;5;5;4;2;44;4,4;3;3;3;3
54;1;;;;;;;;;;;;;;;;;;;3;3;3;3
73;0;;;;;;;;;;;;;;;;;;;1;3;1;1
80;0;;;;;;;;;;;;;;;;;;;1;1;1;1
58;0;;;;;;;;;;;;;;;;;;;1;;;
53;1;;;;;;;;;;;;;;;;;;;1;1;1;
45;0;;;;;;;;;;;;;;;;;;;3;;;
28;1;;;;;;;;;;;;;;;;;;;1;1;1;1
31;0;3;2;3;4;12;3;3;4;4;3;3;4;2;3;3;4;33;3,3;;;;
66;0;2;2;2;4;10;2,5;3;3;4;2;4;4;4;4;4;2;34;3,4;;;;
56;0;5;4;5;5;19;4,75;5;4;3;2;5;2;5;4;4;1;35;3,5;3;3;3;3
72;1;;;;;;;;;;;;;;;;;;;3;3;3;3
72;0;;;;;;;;;;;;;;;;;;;3;3;3;3
50;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;1;1;1
56;0;;;;;;;;;;;;;;;;;;;1;1;1;
47;0;;;;;;;;;;;;;;;;;;;1;1;1;
44;1;5;5;5;5;20;5;2;4;5;3;5;4;5;4;4;5;41;4,1;3;3;3;3
64;1;;;;;;;;;;;;;;;;;;;3;3;3;3
48;0;;;;;;;;;;;;;;;;;;;1;1;1;1
28;1;4;2;2;4;12;3;3;4;4;4;4;2;2;4;2;2;31;3,1;;;;
72;1;;;;;;;;;;;;;;;;;;;2;1;2;2
76;1;5;5;5;5;20;5;4;3;5;2;5;2;5;3;3;2;34;3,4;;;;
46;1;2;2;2;4;10;2,5;4;2;4;2;2;4;2;4;4;2;30;3;3;3;3;
57;0;;;;;;;;;;;;;;;;;;;1;;;
47;0;1;4;2;5;12;3;4;3;5;5;5;2;3;2;2;1;32;3,2;3;3;3;3
66;0;4;4;4;5;17;4,25;5;4;5;5;5;3;5;5;4;5;46;4,6;;;;
55;0;;;;;;;;;;;;;;;;;;;;;;
54;1;;;;;;;;;;;;;;;;;;;;;;
51;1;5;3;5;4;17;4,25;4;2;3;4;5;2;3;2;2;2;29;2,9;3;3;3;2
71;1;5;5;4;3;17;4,25;3;3;4;3;4;5;4;4;2;3;35;3,5;;;;
68;0;;;;;;;;;;;;;;;;;;;1;1;1;1
29;0;4;2;2;2;10;2,5;5;5;5;4;5;4;5;5;1;5;44;4,4;3;3;3;3
73;0;;;;;;;;;;;;;;;;;;;3;3;3;3
53;0;;;;;;;;;;;;;;;;;;;3;3;3;3
40;0;;;;;;;;;;;;;;;;;;;1;;;
59;1;4;5;4;4;17;4,25;4;2;4;2;4;1;3;3;1;1;25;2,5;1;;;
53;1;2;4;4;3;13;3,25;5;5;5;4;5;5;5;4;5;5;48;4,8;;;;
37;0;;;;;;;;;;;;;;;;;;;3;3;3;3
56;1;4;4;3;5;16;4;5;5;5;5;5;4;5;4;5;3;46;4,6;3;;;
46;1;;;;;;;;;;;;;;;;;;;1;1;1;
33;1;;;;;;;;;;;;;;;;;;;1;1;1;
68;1;4;4;4;2;14;3,5;4;2;4;4;4;2;4;2;4;2;32;3,2;1;;;
72;0;;;;;;;;;;;;;;;;;;;1;1;1;1
60;1;4;4;4;4;16;4;1;2;3;2;4;2;2;2;2;2;22;2,2;;;;
80;0;;;;;;;;;;;;;;;;;;;2;2;2;2
46;1;3;4;3;4;14;3,5;3;3;4;4;5;3;4;3;2;2;33;3,3;;;;
72;1;;;;;;;;;;;;;;;;;;;3;3;3;3
45;1;5;5;5;5;20;5;5;3;5;5;5;5;5;5;5;5;48;4,8;3;3;3;3
31;1;3;4;3;4;14;3,5;3;3;5;4;5;3;3;4;5;4;39;3,9;;;;
68;0;2;4;4;4;14;3,5;5;4;5;4;4;5;5;5;4;2;43;4,3;3;3;3;3
74;0;;;;;;;;;;;;;;;;;;;3;;;
26;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;3;3;3;3
28;1;;;;;;;;;;;;;;;;;;;2;2;2;
60;1;;;;;;;;;;;;;;;;;;;2;2;1;
30;1;;;;;;;;;;;;;;;;;;;1;1;1;
56;1;4;5;5;4;18;4,5;4;5;5;5;5;4;5;1;4;2;40;4;;;;
70;0;5;4;5;1;15;3,75;5;5;5;5;5;5;5;5;5;3;48;4,8;3;3;3;
45;0;5;4;4;1;14;3,5;3;5;5;5;5;3;5;4;4;1;40;4;;;;
70;0;;;;;;;;;;;;;;;;;;;1;1;1;1
74;0;;;;;;;;;;;;;;;;;;;3;3;3;
67;1;;;;;;;;;;;;;;;;;;;1;1;1;1
54;0;;;;;;;;;;;;;;;;;;;1;;;
72;0;4;2;3;2;11;2,75;5;4;3;2;5;2;4;3;5;2;35;3,5;1;1;1;
68;0;;;;;;;;;;;;;;;;;;;1;;;
66;1;2;2;3;2;9;2,25;2;2;3;3;4;1;2;2;3;2;24;2,4;3;;;
52;0;3;3;3;4;13;3,25;2;1;1;3;3;3;3;3;3;3;25;2,5;;;;
51;0;2;3;3;3;11;2,75;3;2;3;2;5;1;3;4;3;2;28;2,8;1;1;1;2
47;0;;;;;;;;;;;;;;;;;;;1;1;1;1
71;1;3;3;4;5;15;3,75;5;4;4;5;5;4;4;4;5;4;44;4,4;3;3;3;
49;1;5;5;5;5;20;5;3;3;5;3;5;3;5;2;5;3;37;3,7;3;3;3;
42;1;;;;;;;;;;;;;;;;;;;2;2;3;2
48;0;3;2;4;5;14;3,5;5;5;5;5;5;5;5;4;4;4;47;4,7;3;3;3;
48;0;;;;;;;;;;;;;;;;;;;;;;
68;1;5;1;5;5;16;4;5;2;5;5;5;3;5;3;5;2;40;4;3;3;3;3
64;0;;;;;;;;;;;;;;;;;;;3;3;3;3
28;1;;;;;;;;;;;;;;;;;;;2;1;;
68;1;3;2;2;5;12;3;2;4;3;3;4;3;4;2;3;3;31;3,1;;;;
71;1;5;5;5;5;20;5;5;5;3;5;5;5;5;3;3;4;43;4,3;;;;
66;0;;;;;;;;;;;;;;;;;;;3;3;3;
67;1;;;;;;;;;;;;;;;;;;;1;1;1;1
41;0;;;;;;;;;;;;;;;;;;;;;;
44;1;5;5;5;5;20;5;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;
43;0;;;;;;;;;;;;;;;;;;;3;;;
72;0;;;;;;;;;;;;;;;;;;;1;1;1;
63;0;5;5;5;5;20;5;5;5;5;4;5;3;5;5;5;4;46;4,6;3;3;3;3
49;1;;;;;;;;;;;;;;;;;;;3;3;3;
69;0;3;2;3;4;12;3;5;5;5;5;5;2;5;3;3;2;40;4;3;3;3;
49;0;;;;;;;;;;;;;;;;;;;1;1;1;1
67;1;5;5;5;5;20;5;3;3;3;2;4;3;4;3;4;1;30;3;;;;
85;0;;;;;;;;;;;;;;;;;;;;;;
68;0;;;;;;;;;;;;;;;;;;;1;1;1;1
73;1;3;4;4;4;15;3,75;2;2;4;3;4;2;5;2;3;2;29;2,9;3;;;
64;1;;;;;;;;;;;;;;;;;;;3;3;3;
56;0;3;3;3;3;12;3;5;1;5;5;5;5;5;5;5;1;42;4,2;;;;
69;1;2;2;3;3;10;2,5;2;2;2;3;4;3;3;2;3;1;25;2,5;1;2;2;
58;1;5;5;5;5;20;5;5;3;5;5;3;5;5;4;5;1;41;4,1;3;3;3;3
60;0;4;3;4;5;16;4;3;4;5;4;5;3;4;3;4;4;39;3,9;;;;
73;1;;;;;;;;;;;;;;;;;;;1;1;1;1
69;1;;;;;;;;;;;;;;;;;;;1;1;1;
69;0;3;4;4;4;15;3,75;4;2;5;4;5;3;5;3;4;2;37;3,7;3;3;3;
47;0;;;;;;;;;;;;;;;;;;;2;2;2;2
28;0;3;5;5;5;18;4,5;4;4;3;2;5;1;4;2;3;2;30;3;;;;
75;1;4;4;5;5;18;4,5;5;5;5;5;5;5;4;5;5;4;48;4,8;3;3;3;3
30;1;5;5;4;5;19;4,75;1;2;2;2;4;2;2;2;2;3;22;2,2;;;;
43;1;;;;;;;;;;;;;;;;;;;2;;;
31;1;;;;;;;;;;;;;;;;;;;3;3;3;3
52;0;;;;;;;;;;;;;;;;;;;2;3;3;3
67;1;5;4;5;5;19;4,75;3;5;5;5;5;3;5;4;3;3;41;4,1;;;;
56;0;2;2;3;4;11;2,75;1;1;1;2;3;1;2;1;3;1;16;1,6;1;1;1;1
53;1;3;4;3;3;13;3,25;4;4;2;3;4;2;3;2;2;1;27;2,7;1;3;1;
64;1;;;;;;;;;;;;;;;;;;;1;1;2;1
57;0;4;4;4;4;16;4;3;2;4;3;5;2;4;4;3;2;32;3,2;1;3;3;3
41;0;3;3;5;4;15;3,75;5;5;5;5;5;4;5;5;5;5;49;4,9;1;2;;1
49;0;;;;;;;;;;;;;;;;;;;3;;;
56;0;3;2;3;4;12;3;2;2;2;2;4;2;2;2;3;2;23;2,3;;;;
29;1;3;3;3;3;12;3;1;2;4;2;3;2;3;1;3;1;22;2,2;2;2;2;2
31;1;;;;;;;;;;;;;;;;;;;2;2;;
